35, 0 %, 1 MiB
35, 0 %, 3 MiB
35, 0 %, 3 MiB
38, 3 %, 672 MiB
54, 80 %, 6614 MiB
56, 96 %, 6676 MiB
57, 97 %, 6678 MiB
58, 96 %, 6678 MiB
58, 96 %, 6678 MiB
58, 96 %, 6678 MiB
59, 96 %, 6678 MiB
58, 97 %, 6678 MiB
59, 96 %, 6678 MiB
61, 96 %, 6678 MiB
59, 93 %, 6678 MiB
61, 96 %, 7154 MiB
60, 96 %, 7154 MiB
60, 96 %, 7154 MiB
60, 96 %, 7154 MiB
60, 96 %, 7154 MiB
62, 97 %, 7154 MiB
61, 97 %, 7154 MiB
61, 96 %, 7154 MiB
61, 96 %, 7154 MiB
62, 96 %, 7154 MiB
62, 97 %, 7154 MiB
62, 97 %, 7154 MiB
62, 97 %, 7154 MiB
63, 96 %, 7154 MiB
63, 96 %, 7154 MiB
62, 96 %, 7154 MiB
63, 96 %, 7154 MiB
63, 96 %, 7154 MiB
62, 96 %, 7154 MiB
64, 96 %, 7154 MiB
62, 96 %, 7154 MiB
63, 96 %, 7154 MiB
63, 96 %, 7154 MiB
63, 96 %, 7154 MiB
64, 96 %, 7154 MiB
64, 96 %, 7154 MiB
63, 96 %, 7154 MiB
64, 96 %, 7154 MiB
64, 96 %, 7154 MiB
65, 96 %, 7154 MiB
64, 96 %, 7154 MiB
63, 96 %, 7154 MiB
64, 96 %, 7154 MiB
65, 96 %, 7154 MiB
65, 96 %, 7154 MiB
65, 96 %, 7154 MiB
64, 96 %, 7154 MiB
65, 96 %, 7154 MiB
65, 96 %, 7154 MiB
64, 96 %, 7154 MiB
64, 96 %, 7154 MiB
65, 97 %, 7154 MiB
65, 96 %, 7154 MiB
65, 96 %, 7154 MiB
65, 96 %, 7154 MiB
65, 96 %, 7154 MiB
66, 96 %, 7154 MiB
66, 96 %, 7154 MiB
66, 96 %, 7154 MiB
65, 96 %, 7154 MiB
66, 96 %, 7154 MiB
66, 96 %, 7154 MiB
66, 96 %, 7154 MiB
66, 96 %, 7154 MiB
65, 96 %, 7154 MiB
67, 96 %, 7154 MiB
66, 96 %, 7154 MiB
67, 96 %, 7154 MiB
66, 96 %, 7154 MiB
66, 96 %, 7154 MiB
67, 96 %, 7154 MiB
66, 96 %, 7154 MiB
67, 96 %, 7154 MiB
66, 96 %, 7154 MiB
66, 96 %, 7154 MiB
66, 96 %, 7154 MiB
67, 96 %, 7154 MiB
66, 96 %, 7154 MiB
